user_id,subject_id,is_proficient
3,337,0
3,75,1
4,0,1
4,1,0
4,98,1
4,145,1
4,17,1
4,32,0
4,104,0
4,39,1
4,43,0
4,123,0
4,25,0
4,107,0
4,65,0
4,152,0
4,6,0
4,163,0
4,64,0
4,223,0
4,68,1
4,78,1
4,245,1
4,11,0
4,155,0
4,8,0
4,169,1
4,28,1
4,105,1
4,51,1
4,119,1
4,13,0
4,187,0
4,146,0
4,7,0
4,180,0
4,312,0
4,147,1
4,29,1
4,117,1
4,181,0
4,30,1
4,194,1
4,3,1
4,96,1
4,116,1
4,156,1
4,164,0
4,24,0
4,222,0
4,162,1
4,66,1
4,227,1
4,59,1
4,221,1
4,5,0
4,165,0
4,35,1
4,144,1
4,41,1
4,42,1
4,2,0
4,173,0
4,22,1
4,204,1
4,127,1
4,69,1
4,238,1
4,108,0
4,36,0
4,110,0
4,76,1
4,242,1
4,67,1
4,134,1
4,283,0
4,73,0
4,18,0
4,102,0
4,45,0
4,131,0
4,215,0
4,216,0
4,171,0
4,38,1
4,244,1
4,159,1
4,149,0
4,33,0
4,175,0
4,27,1
4,113,1
4,14,1
4,371,1
5,0,0
5,17,0
5,32,0
5,104,0
5,1,0
5,8,0
5,171,0
5,35,0
5,105,0
5,39,0
5,65,1
5,152,1
5,96,0
5,139,1
5,159,1
5,86,1
5,87,1
5,97,1
5,18,1
5,102,1
5,67,0
5,134,0
5,98,1
5,145,1
5,42,1
5,126,1
5,283,1
5,20,0
5,103,0
5,64,1
5,222,1
5,29,0
5,117,0
5,9,1
5,15,1
5,53,0
5,123,0
5,49,0
5,266,1
5,116,0
5,127,1
5,147,1
5,68,1
5,72,1
5,242,1
5,6,0
5,163,0
5,10,0
5,14,0
5,184,0
5,232,0
5,313,1
5,22,0
5,202,0
5,156,0
5,47,0
5,212,0
5,41,1
5,58,0
5,220,0
5,189,1
5,11,0
5,154,0
5,62,0
5,66,0
5,221,0
5,227,0
5,23,1
5,211,1
5,12,0
5,176,0
5,146,0
5,164,0
5,59,0
5,337,0
5,57,0
5,215,0
5,244,1
5,245,1
5,250,1
5,157,0
5,80,0
5,236,0
5,179,0
5,30,1
5,194,1
5,195,1
5,196,1
5,235,1
5,3,0
5,142,0
6,0,0
6,1,0
6,5,0
6,165,1
6,68,1
6,245,1
6,246,1
6,98,0
6,149,0
6,8,1
6,175,0
6,11,1
6,155,1
6,12,0
6,177,0
6,166,0
6,145,0
6,172,0
6,174,0
6,147,0
6,39,0
6,64,0
6,222,0
6,17,1
6,49,1
6,266,1
6,178,1
6,170,1
6,76,0
6,242,0
6,198,0
6,308,0
6,65,1
6,152,0
6,139,1
6,29,1
6,116,1
6,32,1
6,104,1
6,119,0
6,120,0
6,70,0
6,72,0
6,238,1
6,121,0
6,359,1
6,6,1
6,164,0
6,96,0
6,157,1
6,158,1
6,43,1
6,123,1
6,33,1
6,78,1
6,51,0
6,163,1
6,151,0
6,53,0
6,247,1
6,301,1
6,150,0
6,37,0
6,80,0
6,237,0
6,146,0
6,84,0
6,30,1
6,38,0
6,13,1
6,187,0
6,10,1
6,232,1
6,42,1
6,46,1
6,153,1
6,67,1
6,134,1
6,9,1
6,188,1
6,190,1
6,7,0
6,180,0
6,312,1
6,14,0
6,234,0
6,48,1
6,215,1
6,283,1
6,173,1
6,244,1
6,18,0
6,102,0
6,140,1
6,15,1
6,156,0
6,118,1
6,31,1
6,168,0
6,313,0
6,69,1
6,22,0
6,200,0
6,3,0
6,59,0
6,221,0
6,73,0
6,50,0
6,137,0
6,133,0
6,24,1
6,36,1
6,107,1
6,110,1
6,179,0
6,55,0
6,71,1
6,186,1
6,223,0
6,62,1
6,204,0
6,225,0
6,326,0
6,60,0
6,122,0
6,154,0
6,124,1
6,20,1
6,103,1
6,176,1
6,189,1
6,162,0
6,41,1
6,125,1
6,58,0
6,218,0
6,66,0
6,227,0
6,26,1
6,167,1
6,314,0
6,171,1
6,138,0
6,27,1
6,113,1
6,350,0
6,56,0
6,214,0
6,75,1
6,16,0
6,192,0
6,35,1
6,105,1
6,23,0
6,209,0
6,182,0
6,208,0
6,202,1
6,144,0
6,236,1
6,169,0
6,142,1
6,86,1
6,88,0
6,259,0
6,262,0
6,199,1
6,206,0
6,44,1
6,194,0
6,268,0
6,184,0
6,239,1
6,2,0
6,342,1
6,195,0
6,196,1
6,203,0
6,205,1
6,300,1
6,332,0
6,372,1
6,148,0
6,128,1
6,47,1
6,213,1
6,126,1
6,19,0
6,193,0
6,316,0
6,57,0
6,61,0
6,25,1
6,374,1
6,355,1
6,270,0
6,371,0
6,201,1
6,365,0
6,181,0
6,108,0
6,216,1
6,111,1
6,318,0
6,207,0
6,52,0
6,117,0
6,191,0
6,82,0
6,127,1
6,89,1
6,276,1
6,159,0
6,99,1
6,279,1
6,77,1
6,183,0
6,233,1
6,45,0
6,130,0
6,373,0
6,112,0
6,131,1
6,83,0
6,141,1
6,21,1
6,211,0
6,319,1
6,115,1
6,297,0
6,328,0
6,337,1
7,0,1
7,39,1
7,62,1
7,221,1
7,67,1
7,134,1
7,48,1
7,215,1
7,1,1
7,98,1
7,149,1
7,17,1
7,49,1
7,266,1
7,42,0
7,283,0
7,32,1
7,104,1
7,8,1
7,173,1
7,10,1
7,232,1
7,30,1
7,194,1
7,64,1
7,225,1
7,6,1
7,163,1
7,107,1
7,108,1
7,216,1
7,61,1
7,146,1
7,5,1
7,166,1
8,0,0
8,68,0
8,84,0
8,242,0
8,39,1
8,42,1
8,128,1
8,53,1
8,123,1
8,1,1
8,8,0
8,169,0
8,12,1
8,176,1
8,80,0
8,236,0
8,56,0
8,214,0
8,173,1
8,17,0
8,33,0
8,104,0
8,98,1
8,145,1
8,168,0
8,10,0
8,232,0
8,127,0
8,30,1
8,38,1
8,25,0
8,107,0
8,146,1
8,5,1
8,166,1
9,0,1
9,17,1
9,49,1
9,266,1
9,1,1
9,13,0
9,187,0
9,8,1
9,168,0
9,39,1
9,64,0
9,223,0
9,98,1
9,151,1
9,43,0
9,123,0
9,68,1
9,84,0
9,242,1
9,7,0
9,180,0
9,51,0
9,119,1
9,36,0
9,111,0
9,28,1
9,105,1
9,174,0
9,6,0
9,163,0
9,147,1
9,29,1
9,117,1
9,96,0
9,156,0
9,116,0
9,118,0
9,32,1
9,104,1
9,146,1
9,42,1
9,283,0
9,67,0
9,133,0
9,65,1
9,152,1
9,30,0
9,194,0
9,215,0
9,216,1
9,9,1
9,190,1
9,57,0
9,149,1
9,189,1
9,78,1
9,245,1
9,16,0
9,191,0
9,35,1
9,121,0
9,301,0
9,244,1
9,173,1
9,22,1
9,205,1
9,59,1
9,221,0
9,74,1
9,145,0
9,55,0
9,128,1
9,188,0
9,126,1
9,12,1
9,177,1
9,10,1
9,232,1
9,139,1
9,327,1
9,225,1
9,80,1
9,236,1
9,169,1
9,150,1
9,179,1
9,365,1
9,14,1
9,185,1
9,45,0
9,131,0
9,371,1
9,186,1
9,62,0
9,66,0
9,342,0
9,5,1
9,165,1
9,102,1
9,235,1
9,141,1
9,41,1
9,18,1
9,44,1
10,0,1
10,1,0
10,5,0
10,167,0
10,39,1
10,65,1
10,96,1
10,139,1
10,159,1
10,62,0
10,221,0
10,67,1
10,134,1
10,98,0
10,151,0
10,6,0
10,163,0
10,52,1
10,121,1
10,45,1
10,129,1
10,17,1
10,32,1
10,104,1
10,68,1
10,85,1
10,242,1
10,244,1
10,10,0
10,232,0
10,29,1
10,116,1
10,122,1
10,313,0
10,47,0
10,212,0
10,58,1
10,220,1
10,316,1
10,78,1
10,245,1
10,149,0
10,83,1
10,238,1
10,239,1
10,42,0
10,44,0
10,61,1
10,69,1
10,12,1
10,176,1
10,31,1
10,142,0
10,233,1
10,146,0
10,80,1
10,236,1
10,54,1
10,56,0
10,64,0
10,214,0
10,222,0
10,49,1
10,337,1
10,50,0
10,137,0
11,0,1
11,1,1
11,9,1
11,188,1
11,96,1
11,156,1
11,7,1
11,312,1
11,17,1
11,22,1
11,202,1
11,232,1
11,233,1
11,39,1
11,40,0
11,214,0
11,14,0
11,234,0
11,16,0
11,191,0
11,192,0
11,205,0
11,30,1
11,194,1
11,98,1
11,147,1
11,32,1
11,104,1
11,29,1
11,116,1
11,86,0
11,99,0
11,281,0
11,12,1
11,177,0
11,65,1
11,142,0
11,157,1
11,6,1
11,162,1
11,317,1
11,8,1
11,174,1
11,68,0
11,77,1
11,245,0
11,103,1
11,199,1
11,164,1
11,146,1
11,51,0
11,119,0
11,5,1
11,166,1
11,24,0
11,36,0
11,107,0
11,110,0
11,76,1
11,242,1
11,11,0
11,155,0
11,179,1
11,31,0
11,105,1
11,106,1
11,3,1
11,180,1
11,350,1
11,2,1
11,168,0
11,144,1
11,42,1
11,125,0
11,139,1
11,28,0
11,53,1
11,123,1
11,49,0
11,269,1
11,27,0
11,112,0
11,190,1
11,176,1
11,15,0
11,71,0
11,83,0
11,238,0
11,239,0
11,19,0
11,102,0
11,21,1
11,311,1
11,184,0
11,145,1
11,204,1
11,181,1
11,82,0
11,250,0
11,374,0
11,172,1
11,62,1
11,221,1
11,66,1
11,226,1
11,124,1
11,173,1
11,163,1
11,121,1
11,122,1
11,41,1
11,150,1
11,299,1
11,10,1
11,35,1
11,38,1
11,80,0
11,237,0
11,301,1
11,246,0
11,207,1
11,183,1
11,69,1
11,171,1
11,64,1
11,223,1
11,59,1
11,152,1
11,56,1
11,126,1
11,58,0
11,218,0
11,54,0
11,67,1
11,373,1
11,198,1
11,307,1
11,308,1
11,72,1
11,23,1
11,208,1
11,47,0
11,212,0
11,215,1
11,216,1
11,127,1
11,279,1
11,280,1
11,133,1
11,206,1
11,44,1
11,154,1
11,203,1
11,210,1
11,195,1
11,196,1
11,43,0
11,337,0
11,118,0
12,0,1
12,1,1
12,98,1
12,149,1
12,8,1
12,175,1
12,11,1
12,155,0
12,145,1
12,6,1
12,164,1
12,39,1
12,64,1
12,222,1
12,65,1
12,139,1
12,17,1
12,32,1
12,104,1
12,43,1
12,123,1
12,68,1
12,69,1
12,238,1
12,14,1
12,234,1
12,5,1
12,165,1
12,170,1
12,76,1
12,242,1
12,22,1
12,202,1
12,244,1
12,171,1
12,173,1
12,147,1
12,16,1
12,191,0
12,72,1
12,119,1
12,120,1
12,29,1
12,116,1
12,35,0
12,105,1
12,70,1
12,121,1
12,359,1
12,96,1
12,157,1
12,158,1
12,51,1
12,55,1
12,58,1
12,219,1
12,33,1
12,163,1
12,36,1
12,111,1
12,151,1
12,301,0
12,150,1
12,37,1
12,80,1
12,237,0
12,30,1
12,38,1
12,13,1
12,187,1
12,10,1
12,232,1
12,153,0
12,152,1
12,146,1
12,42,1
12,48,1
12,215,1
12,283,1
12,12,1
12,178,1
12,18,0
12,102,0
12,156,1
12,31,1
12,194,1
12,3,1
12,9,1
12,190,1
12,7,1
12,180,1
12,67,1
12,134,1
12,59,1
12,221,1
12,73,1
12,50,1
12,137,1
12,24,1
12,107,1
12,110,1
12,179,1
12,186,1
12,223,1
12,193,1
12,204,1
12,60,1
12,124,1
12,176,1
12,74,1
12,154,1
12,184,1
12,162,1
12,218,1
12,66,1
12,227,0
12,26,0
12,167,1
12,314,1
12,235,0
12,172,1
12,350,1
12,312,0
12,75,1
12,78,1
12,245,1
12,47,1
12,212,1
12,192,1
12,23,1
12,209,0
12,62,1
12,44,1
12,208,0
12,144,0
12,236,1
12,166,1
12,169,1
12,182,1
12,53,0
12,142,1
12,198,1
12,308,1
12,174,1
12,86,0
12,88,0
12,259,0
12,262,0
12,103,1
12,199,1
12,206,0
12,205,1
12,49,1
12,268,1
12,127,1
12,342,1
12,266,1
12,195,1
12,196,1
12,203,1
12,300,1
12,372,1
12,46,1
12,118,1
12,125,1
12,28,1
12,168,1
12,211,1
12,188,1
12,138,1
12,177,1
12,126,1
12,189,1
12,61,1
12,200,1
12,2,1
12,56,0
12,214,0
12,355,1
12,270,1
12,201,1
12,20,1
12,71,1
12,246,0
12,365,1
12,133,0
12,108,0
12,216,1
12,148,1
12,387,1
12,52,1
12,117,1
12,207,0
12,313,1
12,374,1
12,82,1
12,89,1
12,276,1
12,159,1
12,128,1
12,233,1
12,45,1
12,130,1
12,371,1
12,27,1
12,112,1
12,131,1
12,181,1
12,21,1
12,319,1
12,141,1
12,297,0
12,113,0
12,324,1
13,0,0
13,39,0
13,67,0
13,133,0
13,1,0
13,2,0
13,98,0
13,17,0
13,35,0
13,105,0
13,65,1
13,152,1
13,11,0
13,155,0
13,232,0
13,233,0
13,32,0
13,104,0
13,86,1
13,87,1
13,97,1
13,8,1
13,168,0
13,170,0
13,62,0
13,221,0
13,12,1
13,177,1
13,147,0
13,6,0
13,164,0
13,47,0
13,213,0
13,68,0
13,78,0
13,245,0
13,146,0
13,148,0
13,134,0
13,19,1
13,102,1
13,173,1
13,171,1
13,45,0
13,129,0
13,96,0
13,156,0
13,145,0
13,10,0
13,162,0
13,64,0
13,223,0
13,163,0
13,4,0
13,160,0
13,59,1
13,176,1
13,79,0
13,179,0
13,123,1
13,299,1
13,53,1
13,41,1
13,42,1
14,0,0
14,1,0
14,96,0
14,156,0
14,17,0
14,35,0
14,105,0
14,5,1
14,166,1
14,39,0
14,40,0
14,214,0
14,18,1
14,102,1
14,2,0
14,98,0
14,86,1
14,99,1
14,279,1
14,42,0
14,51,0
14,119,0
14,128,0
14,68,1
14,245,1
14,246,1
14,6,0
14,317,0
14,32,1
14,104,1
14,77,1
14,29,0
14,116,0
14,49,1
14,266,1
14,8,0
14,168,0
14,106,1
14,47,0
14,213,0
14,146,0
14,148,0
14,67,0
14,134,0
14,164,0
14,59,0
14,221,0
14,149,1
14,250,0
14,145,0
14,172,0
14,62,0
14,53,0
14,123,0
14,124,1
14,12,1
14,179,1
14,14,0
14,185,0
14,66,0
14,226,0
14,11,0
14,153,0
14,22,0
14,207,0
14,43,0
14,162,0
14,198,0
14,307,0
14,308,0
14,157,1
14,163,1
14,72,1
14,242,1
14,4,0
14,160,0
14,205,0
14,212,0
14,238,0
14,239,0
14,200,0
14,118,0
15,0,1
15,1,1
15,5,1
15,167,1
15,17,1
15,18,0
15,102,0
15,98,1
15,151,0
15,39,1
15,64,1
15,222,1
15,145,1
15,32,1
15,104,1
15,10,1
15,232,1
15,30,1
15,194,1
15,9,0
15,189,0
15,59,0
15,221,0
15,149,1
15,2,1
15,68,1
15,83,1
15,238,1
15,239,1
15,242,1
15,12,0
15,176,0
15,56,1
15,214,1
15,23,1
15,328,1
15,49,1
15,337,1
15,166,1
16,0,0
16,39,1
16,51,1
16,55,1
16,58,1
16,119,1
16,120,1
16,219,1
16,1,0
16,13,1
16,186,1
16,98,1
16,147,1
16,8,0
16,168,0
16,68,1
16,73,1
16,242,0
16,11,0
16,154,0
16,50,0
16,138,0
16,67,0
16,134,0
16,146,0
16,17,0
16,18,0
16,102,0
16,22,0
16,203,0
16,29,1
16,116,1
16,42,1
16,46,1
16,44,1
16,28,1
16,105,1
16,14,0
16,234,0
16,350,1
16,377,1
16,64,0
16,225,0
16,76,0
16,77,1
16,245,1
16,32,0
16,104,0
16,145,1
16,9,0
16,15,0
17,0,0
17,1,0
17,5,0
17,165,0
17,9,0
17,188,0
17,96,0
17,156,0
17,39,0
17,67,0
17,133,0
17,17,0
17,35,0
17,105,0
17,68,0
17,98,0
17,146,0
17,148,0
17,245,0
17,247,0
17,40,1
17,214,1
17,16,0
17,191,0
17,192,0
17,37,1
17,104,0
17,6,0
17,164,0
17,2,0
17,86,1
17,99,1
17,279,1
17,42,0
17,51,1
17,119,0
17,128,0
17,45,0
17,132,0
17,65,0
17,152,0
17,147,0
17,162,1
17,32,0
17,246,0
17,130,0
17,131,0
17,29,0
17,116,0
17,8,0
17,174,0
17,13,0
17,186,0
17,83,1
17,242,0
17,12,0
17,177,1
17,142,0
17,168,0
17,134,0
17,145,0
17,126,0
17,18,0
17,30,0
17,102,0
17,194,0
17,64,1
17,223,0
17,166,0
17,49,0
17,266,0
17,198,0
17,308,0
17,24,0
17,36,0
17,107,0
17,110,0
17,31,0
17,62,0
17,221,0
17,11,0
17,154,0
17,58,0
17,219,0
17,155,0
17,222,1
17,121,0
17,122,0
17,163,0
17,3,1
17,26,0
17,7,0
17,180,0
17,350,0
17,66,0
17,227,0
17,144,0
17,73,0
17,190,0
17,47,0
17,213,0
17,149,0
17,28,0
17,53,0
17,123,0
17,22,0
17,202,0
17,269,0
17,150,1
17,171,1
17,15,0
17,14,0
17,371,0
17,71,0
17,195,0
17,238,0
17,239,0
17,19,0
17,21,0
17,103,0
17,311,0
17,184,0
17,23,1
17,209,0
17,377,0
17,204,0
17,283,1
17,181,0
17,179,0
17,157,0
17,27,0
17,115,0
17,46,0
17,129,0
17,235,0
17,124,0
17,185,0
17,372,0
17,69,0
17,299,0
17,10,1
17,232,1
17,38,0
17,106,0
17,226,0
17,113,0
17,55,0
17,43,1
17,234,0
17,189,0
17,82,0
17,218,0
17,316,1
17,76,0
17,176,0
17,240,1
17,54,0
17,250,0
17,307,1
17,208,1
17,117,0
17,59,0
17,183,0
17,127,0
17,206,0
17,44,0
17,205,1
17,212,0
17,210,0
17,125,1
17,172,1
17,196,0
17,112,0
17,139,0
17,79,0
17,159,0
17,41,0
17,72,0
17,337,0
17,118,0
18,0,1
18,1,1
18,8,1
18,175,1
18,12,0
18,176,0
18,98,1
18,145,1
18,17,1
18,22,1
18,205,0
18,5,0
18,147,1
18,167,1
18,173,0
18,25,1
18,107,1
18,39,1
18,43,1
18,123,1
18,14,1
18,183,0
18,64,0
18,223,0
18,171,1
18,6,1
18,164,1
18,124,1
18,33,1
18,104,1
18,28,1
18,105,1
18,65,0
18,152,0
18,29,0
18,117,1
18,9,1
18,15,1
18,42,1
18,126,0
18,146,0
18,7,0
18,180,0
18,67,0
18,134,0
18,30,1
18,38,1
18,68,1
18,69,1
18,238,1
18,73,1
18,242,1
18,50,1
18,137,1
18,194,1
18,179,1
18,71,1
18,16,1
18,193,1
18,127,1
18,54,0
18,121,0
18,184,1
18,58,1
18,219,1
18,96,0
18,156,0
18,3,1
18,59,1
18,221,1
18,19,0
18,102,0
18,32,1
18,244,1
18,313,1
18,163,1
18,35,1
18,283,1
18,62,1
18,80,0
18,236,0
18,157,0
18,198,1
18,308,1
18,234,1
18,206,1
18,70,1
18,79,1
18,245,0
18,203,1
18,36,1
18,332,1
18,116,0
18,23,0
18,211,1
18,138,1
18,122,1
18,11,0
18,153,0
18,165,0
18,222,1
18,27,1
18,114,1
18,2,1
18,47,1
18,212,1
18,246,0
18,200,1
18,18,1
18,128,0
18,60,1
18,66,0
18,227,0
18,215,1
18,216,1
18,207,1
18,181,1
18,13,1
18,186,1
18,182,0
18,202,1
18,110,1
18,241,0
18,125,1
18,37,1
18,112,1
18,21,0
18,103,0
18,141,0
18,115,1
18,86,0
18,88,0
18,259,0
18,371,1
18,209,0
18,237,1
18,24,1
18,150,0
19,0,1
19,1,1
19,5,1
19,165,1
19,98,0
19,149,1
19,8,1
19,175,1
19,11,0
19,155,0
19,12,1
19,176,1
19,145,1
19,150,1
19,17,0
19,22,0
19,205,0
19,39,1
19,65,1
19,139,1
19,7,1
19,180,1
19,68,1
19,69,0
19,238,0
19,177,1
19,178,1
19,86,1
19,99,1
19,282,1
19,76,1
19,242,1
19,146,0
19,14,1
19,183,1
19,64,1
19,223,1
19,147,1
19,72,1
19,32,1
19,104,1
19,171,1
19,184,1
19,123,1
19,124,0
19,43,0
19,33,0
19,78,1
19,245,1
19,51,1
19,119,1
19,169,1
19,151,0
19,28,1
19,105,1
19,53,1
19,247,1
19,10,0
19,232,0
19,103,0
19,197,0
19,222,1
19,84,0
19,42,1
19,283,0
19,46,1
19,153,0
19,312,0
19,234,0
19,48,1
19,215,0
19,179,1
19,244,0
19,29,1
19,117,1
19,9,1
19,15,0
19,168,1
19,313,0
19,6,1
19,163,1
19,13,1
19,186,1
19,45,1
19,129,1
19,152,0
19,67,1
19,133,0
19,37,1
19,116,1
19,134,1
19,60,0
19,221,0
19,58,0
19,218,0
19,154,1
19,74,0
19,47,0
19,212,0
19,302,1
19,303,1
19,304,1
19,370,1
19,219,0
19,164,1
19,24,1
19,107,0
19,41,1
19,125,1
19,102,0
19,235,0
19,27,1
19,113,1
19,56,0
19,214,0
19,26,0
19,300,0
19,30,1
19,38,1
19,23,0
19,209,0
19,202,1
19,144,1
